mass_A
t;x;y;v;a
2,490000000E0;3,848350366E-1;1,574047149E-1;1,213038705E0;3,764092115E0
2,500000000E0;3,962915185E-1;1,528138519E-1;1,246182284E0;3,498323364E0
2,510000000E0;4,080445615E-1;1,483214299E-1;1,273172285E0;3,134403050E0
2,520000000E0;4,201326375E-1;1,438702446E-1;1,276668464E0;2,794577517E0
2,530000000E0;4,321961472E-1;1,400356675E-1;1,298929685E0;2,614914411E0
2,540000000E0;4,448036924E-1;1,357322853E-1;1,321434184E0;2,733847304E0
2,550000000E0;4,573810634E-1;1,320234696E-1;1,323763283E0;3,537705526E0
2,560000000E0;4,702516034E-1;1,284286206E-1;1,374685344E0;4,192546312E0
2,570000000E0;4,838449364E-1;1,245691189E-1;1,414096720E0;3,872614032E0
2,580000000E0;4,975277792E-1;1,209534587E-1;1,361107900E0;2,606749047E0
2,590000000E0;5,104026201E-1;1,185912159E-1;1,378782850E0;2,767025786E0
2,600000000E0;5,244565522E-1;1,150156105E-1;1,443966728E0;3,631716969E0
2,610000000E0;5,384165969E-1;1,115745881E-1;1,439174334E0;5,121608599E0
2,620000000E0;5,525961839E-1;1,089616669E-1;1,437577570E0;4,148486302E0
2,630000000E0;5,667606364E-1;1,067509864E-1;1,433804906E0;2,385961168E0
2,640000000E0;5,809303763E-1;1,045466760E-1;1,461452706E0;2,849327780E0
2,650000000E0;5,956839761E-1;1,025345868E-1;1,476449458E0;3,251692679E0
2,660000000E0;6,102399968E-1;1,009539962E-1;1,456736839E0;3,281060829E0
2,670000000E0;6,246765118E-1;9,965956309E-2;1,463214286E0;2,574823561E0
2,680000000E0;6,394134615E-1;9,865022201E-2;1,484838144E0;1,866494704E0
2,690000000E0;6,543075263E-1;9,768454237E-2;1,488362318E0;1,882915958E0
2,700000000E0;6,691251547E-1;9,683246429E-2;1,480461017E0;5,762130738E0
2,710000000E0;6,838899559E-1;9,642526147E-2;1,448571906E0;1,549502820E0
2,720000000E0;6,980951382E-1;9,712277805E-2;1,485608945E0;2,317076015E0
2,730000000E0;7,136000842E-1;9,607618751E-2;1,521792492E0;1,920585709E0
2,740000000E0;7,285244279E-1;9,649088572E-2;1,477626469E0;6,363182112E0
2,750000000E0;7,431341673E-1;9,712018160E-2;1,461078770E0;2,611304404E0
2,760000000E0;7,577114626E-1;9,791126346E-2;1,455382507E0;2,853779288E0
2,770000000E0;7,721792762E-1;9,902725916E-2;1,459874542E0;3,474400245E0
2,780000000E0;7,867947007E-1;1,004917155E-1;1,458602248E0;3,653065243E0
2,790000000E0;8,011651996E-1;1,023173130E-1;1,443082123E0;3,667353273E0
2,800000000E0;8,153801515E-1;1,044749819E-1;1,429023889E0;2,620647572E0
2,810000000E0;8,293830663E-1;1,068555627E-1;1,411085624E0;1,264703620E0
2,820000000E0;8,432019613E-1;1,092091084E-1;1,413962196E0;2,566495270E0
2,830000000E0;8,572388663E-1;1,117310156E-1;1,393895578E0;6,379142317E0
2,840000000E0;8,705343180E-1;1,146972983E-1;1,374347659E0;1,780299841E0
2,850000000E0;8,837865718E-1;1,188550545E-1;1,367860589E0;2,528128895E0
2,860000000E0;8,972344085E-1;1,206573488E-1;1,341588553E0;3,482774052E0
2,870000000E0;9,101260849E-1;1,239711066E-1;1,308567623E0;7,313024202E0
2,880000000E0;9,224626577E-1;1,276197573E-1;1,269296060E0;4,061181843E0
2,890000000E0;9,344741391E-1;1,311556212E-1;1,238485946E0;2,813320339E0
2,900000000E0;9,461484820E-1;1,348668741E-1;1,241110420E0;2,181928238E0
2,910000000E0;9,579762967E-1;1,391425239E-1;1,228276552E0;2,604964150E0
