42.4;0.482;0.132;0.184;0.287
42.5;0.471;0.135;0.146;0.285
42.5;0.46;0.138;0.144;0.28
42.6;0.45;0.141;0.184;0.271
42.6;0.44;0.144;0.159;0.268
42.6;0.429;0.148;0.151;0.263
42.7;0.42;0.151;0.113;0.258
42.7;0.41;0.155;0.13;0.256
42.8;0.4;0.158;0.252;0.25
42.8;0.391;0.162;0.285;0.237
42.8;0.383;0.165;0.233;0.226
42.9;0.374;0.168;0.143;0.221
42.9;0.366;0.172;0.089;0.215
43,00;0.359;0.175;0.134;0.215
43,00;0.351;0.179;0.217;0.207
43,00;0.344;0.182;0.311;0.196
43.1;0.337;0.186;0.183;0.188
43.1;0.33;0.189;0.222;0.18
43.2;0.324;0.192;0.178;0.175
43.2;0.318;0.195;0.266;0.168
43.2;0.312;0.198;0.25;0.157
43.3;0.306;0.201;0.226;0.149
43.3;0.301;0.204;0.19;0.142
43.4;0.297;0.206;0.228;0.132
43.4;0.292;0.209;0.186;0.125
43.4;0.288;0.211;0.206;0.117
43.5;0.284;0.213;0.244;0.109
43.5;0.28;0.215;0.265;0.0976
43.6;0.277;0.217;0.25;0.0872
43.6;0.274;0.219;0.229;0.0778
43.6;0.272;0.22;0.223;0.0689
43.7;0.269;0.222;0.19;0.0601
43.7;0.267;0.223;0.188;0.0533
43.8;0.266;0.224;0.246;0.0461
43.8;0.264;0.225;0.276;0.0337
43.8;0.263;0.225;0.214;0.023
